Source_System,Primary_Label,CURIE,Formal_Label,Concept_Type,Hierarchy_Path,Synonyms,Description,Parent_IDs,Concept_ID,URI,Has_Translation,Status,Crosswalks,Extraction_Date,working_category,review_status
Getty Art & Architecture Thesaurus,antipopes,AAT:300379813,antipopes,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Christian clergy > prelates > antipopes,antipope | antipape,"Individuals who were elected pope in opposition to a pope held to be canonically chosen. Primary examples are those who resided at Avignon during the ""great schism.""",300237368,300379813,http://vocab.getty.edu/aat/300379813,yes,active,http://vocab.getty.edu/aat/300379813 | http://www.wikidata.org/entity/Q172748,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,acolytes,AAT:300266370,acolytes,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Christian clergy > acolytes,acolyte,"Assistants to priests and deacons, who generally perform duties such as lighting and bearing candles. The term is also used, by extension, in a general sense to refer to any novice or assistant.",300239152,300266370,http://vocab.getty.edu/aat/300266370,yes,active,http://vocab.getty.edu/aat/300266370 | http://www.wikidata.org/entity/Q420421,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,cantors,AAT:300136390,cantors,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Jewish clergy > cantors,"cantor | cantors' | cantor's | cantors, Jewish | Jewish cantors",Synagogue officials who sing or chant liturgical music and lead the congregation in prayer.,300239153,300136390,http://vocab.getty.edu/aat/300136390,yes,active,,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,ayatollahs,AAT:300025755,ayatollahs,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Islamic clergy > ayatollahs,ayatollah | ayatollah's | ayatollahs',High-ranking clergy in Islam.,300239154,300025755,http://vocab.getty.edu/aat/300025755,yes,active,http://vocab.getty.edu/aat/300025755 | http://www.wikidata.org/entity/Q184402,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,magi (clergy),AAT:300188718,magi (clergy),skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Zoroastrian clergy > magi (clergy),magi's (clergy) | magus | magus's,Hereditary Zoroastrian priests of the ancient Medes and Persians.,300239169,300188718,http://vocab.getty.edu/aat/300188718,yes,active,,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,cellarers,AAT:300258978,cellarers,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in service occupations> > stewards > cellarers,cellarer | cellarer's | cellarers',"Officials of monasteries and other religious communities in charge of provisions and supplies, especially of food, of the running of the kitchens, the work and conduct of servants and lay members, the purchase and delivery of goods, and all aspects of the management of the establishment that are not specifically assigned to others.",300025765 | 300236284,300258978,http://vocab.getty.edu/aat/300258978,yes,active,http://vocab.getty.edu/aat/300258978 | http://www.wikidata.org/entity/Q1053028,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,churchwardens,AAT:300252301,churchwardens,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in administration and government> > administrators > officers (administrators) > churchwardens,churchwarden | churchwarden's | churchwardens' | church warden | church wardens | church-wardens | church-warden | lay wardens | lay warden,"Lay honorary officers of a parish or district church who manage the secular affairs of parish or district churches, particularly those relating to the building and other property.  Formerly, they acted as the sole representatives of the laity of each parish in matters of church business. The term is use particularly in Episcopalian and Anglican churches.",300189710 | 300025779,300252301,http://vocab.getty.edu/aat/300252301,yes,active,http://vocab.getty.edu/aat/300252301 | http://www.wikidata.org/entity/Q3290825,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,dasturs,AAT:300264498,dasturs,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Zoroastrian clergy > magi (clergy) > dasturs,dastur | destours,"Refers to modern-day Zoroastrian high priests. Dasturs oversee the liturgical lives of the important fire temples with which they are associated, assisted by a team of mobeds. This rank of priest is akin to that of the bishop in Christianity. The dasturs have a strong tradition of learning, especially among the Parsis in Bombay.",300188718,300264498,http://vocab.getty.edu/aat/300264498,yes,active,http://vocab.getty.edu/aat/300264498 | http://www.wikidata.org/entity/Q3702947,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,church historians,AAT:300025542,church historians,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > <people in religion-related occupations> > church historians,"church historian | church historian's | church historians' | historians, church",Those who study the history of Christian Churches and their sects and branches.,300025539 | 300024979 | 300168335 | 300025485,300025542,http://vocab.getty.edu/aat/300025542,yes,active,http://vocab.getty.edu/aat/300025542 | http://www.wikidata.org/entity/Q1743122,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,apostles,AAT:300343837,apostles,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > apostles,apostle,"Generally, figures sent on an errand; messengers. Specifically used in the context of Christian iconography to refer to the 12 witnesses sent forth to preach the words of Jesus Christ.",300168457,300343837,http://vocab.getty.edu/aat/300343837,yes,active,http://vocab.getty.edu/aat/300343837 | http://www.wikidata.org/entity/Q43412,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,people in religion,AAT:300168457,people in religion,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion,person in religion,People having occupations in religion.,300024979 | 300025485,300168457,http://vocab.getty.edu/aat/300168457,yes,active,,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,<ancient Greek and Roman clergy>,AAT:300379897,<ancient Greek and Roman clergy>,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > <ancient Greek and Roman clergy>,,,,300379897,http://vocab.getty.edu/aat/300379897,yes,active,http://vocab.getty.edu/aat/300379897 | http://www.wikidata.org/entity/Q56147551,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,archbishops,AAT:300025753,archbishops,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Christian clergy > prelates > bishops (prelates) > archbishops,archbishop | archbishop's | archbishops',"Bishops of the highest rank, who preside over archdioceses.",300025756,300025753,http://vocab.getty.edu/aat/300025753,yes,active,http://vocab.getty.edu/aat/300025753 | http://vocab.getty.edu/aat/300025763 | http://id.loc.gov/authorities/subjects/sh85014419 | http://www.wikidata.org/entity/Q189854 | http://www.wikidata.org/entity/Q49476,2026-03-12 16:23:02,occupations,Human Reviewed
Getty Art & Architecture Thesaurus,cardinal electors,AAT:300417539,cardinal electors,skos:Concept,Agents Facet > People (hierarchy name) > people (agents) > <people by occupation> > <people in the humanities> > <people in religion and related occupations> > people in religion > clergy > Christian clergy > prelates > cardinals (prelates) > cardinal electors,cardinal elector | electors (cardinal electors),Cardinals of the Catholic church who gather to elect a pope.,300025758 | 300386270,300417539,http://vocab.getty.edu/aat/300417539,yes,active,,2026-03-12 16:23:02,occupations,Human Reviewed
